CLASS,geometry
ASS,POINT (23.443683334353437 63.87941999993324)
ASS,POINT (23.430444999360972 63.89191500040124)
ASS,POINT (23.78921499898666 63.60562333480283)
ASS,POINT (23.437758332702224 64.05849666567983)
ASS,POINT (23.44234666561674 64.05546500412949)
ASS,POINT (23.454771666957754 64.0631666652953)
ASS,POINT (23.63424666755855 64.0603766657163)
ASS,POINT (23.543833334733304 63.76835999627706)
ASS,POINT (23.562686665682087 63.77521167004529)
ASS,POINT (23.56618470299395 63.79498580368767)
ASS,POINT (23.704031667973595 63.902091663952106)
ASS,POINT (23.694098333351256 63.917573337659974)
ASS,POINT (23.455715000473052 64.00092000294052)
ASS,POINT (23.514439998870184 63.989403338168785)
ASS,POINT (23.518636666858686 63.84259167148941)
ASS,POINT (23.51271333302232 63.83586832965908)
ASS,POINT (23.48789333423371 63.85144666782518)
ASS,POINT (23.40007333276405 63.863576670795126)
ASS,POINT (23.365688332307794 63.86474833801648)
ASS,POINT (23.915106666598877 63.67735666504306)
ASS,POINT (23.445988699516462 63.9059166741455)
ASS,POINT (23.47069913629135 63.90267715948537)
ASS,POINT (23.487044999786924 63.88213500199272)
ASS,POINT (23.488276575434995 63.895501834298514)
ASS,POINT (23.515145658995873 63.89021274411466)
ASS,POINT (23.56379333408046 63.87766333320036)
ASS,POINT (23.84220933304698 63.4484576033582)
ASS,POINT (23.75186333253124 63.612696671206095)
ASS,POINT (23.346966002132778 63.82106226313844)
ASS,POINT (23.39540016142529 63.78249697421862)
ASS,POINT (23.413226666097838 63.79436500363317)
ASS,POINT (23.873489999655053 63.71467166352289)
ASS,POINT (23.82300999986902 63.73971500114866)
ASS,POINT (23.560139998564328 63.809016671279416)
ASS,POINT (23.37737999902121 63.87456167224685)
ASS,POINT (23.39317333398657 63.871579997594594)
ASS,POINT (23.520624999201317 63.98294333746485)
ASS,POINT (23.589174999178653 64.00760166876219)
ASS,POINT (23.50720000121959 63.87014999917198)
ASS,POINT (23.513276667374285 63.88198166699563)
ASS,POINT (23.455171665216714 63.86813167162497)
ASS,POINT (23.468998333670328 63.87103500080616)
ASS,POINT (23.494120001033053 63.86252499946183)
ASS,POINT (23.569184998953844 63.85317666863129)
ASS,POINT (23.53255333314964 63.845771666059655)
ASS,POINT (23.39232833237554 63.90848500194046)
ASS,POINT (23.38654666719365 63.92071499585829)
ASS,POINT (23.39780833345409 63.92579500209341)
ASS,POINT (23.43503833274871 63.92516833231768)
ASS,POINT (23.449993332607548 63.93049333404228)
ASS,POINT (23.408234999261886 63.9367983371624)
ASS,POINT (23.445578334418954 63.949388331098504)
ASS,POINT (23.457718332697723 63.9415200035355)
ASS,POINT (23.367853334515715 63.856803330769104)
ASS,POINT (23.040598333028516 63.78744499783375)
ASS,POINT (23.028246666873635 63.79527666393225)
ASS,POINT (23.03041833213562 63.80627166808108)
ASS,POINT (23.097069599631787 63.864259042001265)
ASS,POINT (23.078557747130077 63.87113011663084)
ASS,POINT (23.05855276032696 63.86945745789117)
ASS,POINT (23.072203100778975 63.86172938700951)
ASS,POINT (23.05795333384256 63.81217332984439)
ASS,POINT (23.042366747369417 63.79894858726855)
ASS,POINT (23.087535331739886 63.80863488598727)
ASS,POINT (23.082555980479963 63.81250102634936)
ASS,POINT (23.071561666515134 63.80620667150743)
ASS,POINT (23.062191666021224 63.82238833794945)
ASS,POINT (23.10754833244539 63.81933999951589)
ASS,POINT (23.05654245947448 63.829319925468056)
ASS,POINT (23.055571618580206 63.85027057557534)
ASS,POINT (23.166390179617235 63.837870197901616)
ASS,POINT (23.16640541039723 63.83787280402408)
ASS,POINT (23.173994072433278 63.82949175292984)
ASS,POINT (23.153846355066307 63.824267593812955)
ASS,POINT (23.088324999241888 63.90396167030724)
ASS,POINT (23.13034500090139 63.880441663095354)
ASS,POINT (23.145382012235167 63.86776249461881)
ASS,POINT (23.151843848809975 63.85584208746427)
ASS,POINT (23.16149500019875 63.84600833174211)
ASS,POINT (23.102608878591994 63.78234922745867)
ASS,POINT (23.483229149286807 63.92573571646607)
ASS,POINT (23.500495234282177 63.91600713076349)
ASS,POINT (23.49003989276685 63.90710869268172)
ASS,POINT (23.54992601800756 63.92670808031939)
ASS,POINT (23.561726667474343 63.858831667729156)
ASS,POINT (23.589631666554915 63.8704416629339)
ASS,POINT (23.720339999959396 63.877145002631764)
ASS,POINT (23.755286667159325 63.888650004474314)
ASS,POINT (23.757271666721874 63.920783333530636)
ASS,POINT (23.643880001379035 63.99335166278496)
ASS,POINT (23.65515333259818 63.97882166466471)
ASS,POINT (23.70230833334204 63.961845002693416)
ASS,POINT (23.696216666629432 63.966755004423995)
ASS,POINT (23.67355499957141 63.98268166442293)
ASS,POINT (23.55308328434069 63.90722626269937)
ASS,POINT (23.56013208285659 63.890731766954886)
ASS,POINT (23.587568000199703 63.891433179384656)
ASS,POINT (23.616328216370235 63.890325020582914)
ASS,POINT (23.63813756690928 63.88597232128346)
ASS,POINT (23.454791666134295 63.96698333493626)
ASS,POINT (23.497750000542098 63.96460832855409)
ASS,POINT (23.53039333399991 63.94569333529066)
ASS,POINT (23.666546483881742 63.827713266475)
ASS,POINT (23.651719700690382 63.83146044805958)
ASS,POINT (23.827881667246455 63.89690833201548)
ASS,POINT (23.800348334071362 63.87773999972861)
ASS,POINT (23.80047666804256 63.86526166346007)
ASS,POINT (23.666613332861033 63.991444998072005)
ASS,POINT (23.632033333135812 64.02155333468902)
ASS,POINT (23.627263333308342 64.03379666941551)
ASS,POINT (23.465316667435385 63.98229166457015)
ASS,POINT (23.664721147070523 63.86539683405539)
ASS,POINT (23.64894299915488 63.859454119656974)
ASS,POINT (23.67626014931717 63.856440001632556)
ASS,POINT (23.611757932925304 63.844517417506665)
ASS,POINT (23.608530916127076 63.826476554546254)
ASS,POINT (23.59457826732998 63.848280018031865)
ASS,POINT (23.57022696686991 63.840540916355536)
ASS,POINT (23.510907551573464 63.851211891873334)
ASS,POINT (23.52123500112954 63.86203332954046)
ASS,POINT (23.470138334011953 63.94258833593783)
ASS,POINT (23.470780000504536 63.94909833209682)
ASS,POINT (23.49076000066943 63.95073166623882)
ASS,POINT (23.66428666594853 63.9038600023191)
ASS,POINT (23.615374999140155 63.911523333293125)
ASS,POINT (23.594713333699783 63.90126999737775)
ASS,POINT (23.445396666723642 63.949328329419636)
ASS,POINT (23.65547666639478 63.923691669363734)
ASS,POINT (23.62524500049692 63.92697166911844)
ASS,POINT (23.59693166634326 63.940698336852336)
ASS,POINT (23.58052666604843 63.92485167073257)
ASS,POINT (23.630163333302967 63.939991666489334)
ASS,POINT (23.669988333148975 63.927291665148246)
ASS,POINT (23.670086666801666 63.93648833547072)
ASS,POINT (23.6181349999068 63.9539199956792)
ASS,POINT (23.590233334551144 63.956906662254404)
ASS,POINT (23.604238332997543 63.96577666973619)
ASS,POINT (23.58214166656455 63.97225832984386)
ASS,POINT (23.57112166760233 63.980918332071745)
ASS,POINT (23.54361999921124 63.97893666954244)
ASS,POINT (23.55806333325708 63.99187833339038)
ASS,POINT (23.534528332313464 63.99725166805547)
ASS,POINT (23.545625000631368 64.007298335643)
ASS,POINT (23.577405000582726 64.03316166491874)
ASS,POINT (23.59016666657778 64.02664333196255)
ASS,POINT (23.604445001203622 64.01893499757178)
ASS,POINT (23.605653977186126 64.01094179367084)
ASS,POINT (23.62663499959927 64.00378666560789)
ASS,POINT (23.356278525512774 63.87996519715507)
ASS,POINT (23.36630826055449 63.89851189091527)
ASS,POINT (23.358013222700773 63.90183020115356)
ASS,POINT (23.604255860769168 63.78701050184139)
ASS,POINT (23.644324740473706 64.07282909403321)
ASS,POINT (23.657124607501363 64.0829207671703)
ASS,POINT (23.630546192822155 64.10294073152122)
ASS,POINT (23.710584253323134 64.10253745132064)
ASS,POINT (23.771405832859823 64.08845583688763)
ASS,POINT (23.76679243468465 64.0979008238542)
ASS,POINT (23.738583536406527 64.10531632429371)
ASS,POINT (23.984407867289498 63.961344502911864)
ASS,POINT (24.05438847321555 63.96404540157335)
ASS,POINT (23.88594266579652 64.0231993006968)
ASS,POINT (23.90411098495888 64.01754765791377)
ASS,POINT (23.929620830342536 64.02434768722425)
ASS,POINT (23.970918718404274 64.05864436575617)
ASS,POINT (23.99278851088602 64.07344438484672)
ASS,POINT (23.993630262973596 64.06309772908317)
ASS,POINT (23.73010242275715 64.1135374619498)
ASS,POINT (23.792650899508928 64.07232586340399)
ASS,POINT (23.824672494998474 64.06807089252865)
ASS,POINT (23.801904473945946 64.04118588968888)
ASS,POINT (23.818492730283754 64.04346756455224)
ASS,POINT (23.98322903748657 64.01638608206292)
ASS,POINT (23.932190999060765 64.00371436565399)
ASS,POINT (23.95015101002488 63.994439397465555)
ASS,POINT (23.950777781666922 63.982112736912164)
ASS,POINT (23.964366177910435 63.96929443489462)
ASS,POINT (23.971986079026518 63.97708776500055)
ASS,POINT (24.073466479234625 63.999266160348824)
ASS,POINT (24.052508680066833 64.02859115062036)
ASS,POINT (24.03114997350923 64.08085442083484)
ASS,POINT (23.96659613173015 63.97337943664487)
ASS,POINT (23.912344335769227 64.01156934326463)
ASS,POINT (23.960008811612607 64.05247603391894)
ASS,POINT (23.872262506703606 64.04797926882824)
ASS,POINT (23.857818751408743 64.06228003102447)
ASS,POINT (23.877724197183486 64.042772609904)
ASS,POINT (24.071762061183616 64.01679454050446)
ASS,POINT (24.103030398529846 64.00800963091707)
ASS,POINT (24.031095259814162 64.04761944233744)
ASS,POINT (24.04007508240806 64.06441610421685)
ASS,POINT (23.897980756148435 64.046422632127)
ASS,POINT (23.941178914994644 64.04848600979892)
ASS,POINT (23.990927116268725 64.04247940071963)
ASS,POINT (24.390350733117625 64.1665299291345)
ASS,POINT (24.41366806678726 64.15992492114414)
ASS,POINT (24.474768450504367 64.16601043210632)
ASS,POINT (24.480781249183238 64.16260953304337)
ASS,POINT (24.487886667275205 64.07097333509506)
ASS,POINT (24.48956833330539 64.06229999833113)
ASS,POINT (24.48303499984319 64.05981166382381)
ASS,POINT (24.47575128272682 64.14864048352004)
ASS,POINT (24.47860326688746 64.12557828487415)
ASS,POINT (24.447605000697642 64.07014333332157)
ASS,POINT (24.454534477132306 64.07062758415809)
ASS,POINT (24.464615000078492 64.07323333494786)
ASS,POINT (24.573111667305476 63.89654167026888)
ASS,POINT (24.563364999710057 63.89791666400895)
ASS,POINT (24.546859998800148 63.907110003340364)
ASS,POINT (24.550098333660504 63.90529832968461)
ASS,POINT (24.770641666604703 64.00647833036126)
ASS,POINT (24.471203332678463 64.13737833138197)
ASS,POINT (23.933450509492058 64.24988085355133)
ASS,POINT (23.950492208404743 64.23901921456225)
ASS,POINT (23.97985879143211 64.23652757649556)
ASS,POINT (24.259079212197722 63.92604680965415)
ASS,POINT (24.26149246011598 63.93239180372975)
ASS,POINT (24.214857787156262 63.91547006214438)
ASS,POINT (24.23419440204736 63.915876762736744)
ASS,POINT (24.27912084098803 63.92524184485229)
ASS,POINT (24.303115788324458 63.92481022127388)
ASS,POINT (24.288382393332146 63.932440194846386)
ASS,POINT (24.31452235444226 63.93055357544327)
ASS,POINT (24.326125545027935 63.93944692901136)
ASS,POINT (24.89676754458958 63.92176951734455)
ASS,POINT (24.888362512099896 63.92715450548763)
ASS,POINT (24.86616243245259 63.940281131952965)
ASS,POINT (24.66330531421311 64.0293274951041)
ASS,POINT (24.72042867399389 64.0160375995136)
ASS,POINT (24.805825922147505 63.935832783771254)
ASS,POINT (24.650384899954084 63.92747755269479)
ASS,POINT (24.58222529295078 63.911605766593645)
ASS,POINT (24.492745288951323 63.92845225783527)
ASS,POINT (24.44909706716678 63.92797217255796)
ASS,POINT (24.46982536955495 63.92656387543829)
ASS,POINT (24.680723570112413 63.88972592996806)
ASS,POINT (24.006820419009504 64.22986761515621)
ASS,POINT (23.756109804164907 64.20615566568567)
ASS,POINT (23.724541536084537 64.20825726137626)
ASS,POINT (23.774186492592577 64.19913905811927)
ASS,POINT (23.766903293956535 64.18810407690268)
ASS,POINT (23.970086839308088 64.19931384642425)
ASS,POINT (24.009872167710125 64.21948262717258)
ASS,POINT (24.020512215014136 64.20973764870624)
ASS,POINT (24.010000668384126 64.20013430969898)
ASS,POINT (24.185311009155914 64.0889495885409)
ASS,POINT (24.3168112852906 64.19326799734262)
ASS,POINT (24.141942539548662 64.12248451873268)
ASS,POINT (24.142264176626984 64.11013661149833)
ASS,POINT (24.087031171647396 64.11111279106741)
ASS,POINT (24.082104484060796 64.11569278713304)
ASS,POINT (24.052268076242697 64.09826776509264)
ASS,POINT (24.059986468268573 64.08838944468822)
ASS,POINT (24.040629865201307 64.08899109518974)
ASS,POINT (24.03035811991054 64.10242940732965)
ASS,POINT (24.02390962308601 64.12375771676027)
ASS,POINT (24.044367807865807 64.13228772944862)
ASS,POINT (24.302866348804425 64.19190131692797)
ASS,POINT (24.340761170575526 64.19649801831466)
ASS,POINT (24.349234506656362 64.19254969804729)
ASS,POINT (24.34905125113537 64.18379303662226)
ASS,POINT (24.381114436289092 64.18804474344567)
ASS,POINT (24.439722484823292 64.1996365108701)
ASS,POINT (24.793298811686242 63.9870876790508)
ASS,POINT (24.75822507101879 63.9908750812697)
ASS,POINT (24.37227630511365 64.10358891062849)
ASS,POINT (24.214903851802546 64.13300125385683)
ASS,POINT (24.2642385402713 63.98267006911125)
ASS,POINT (24.244080290028737 63.97971003067925)
ASS,POINT (24.23366356481078 63.98823497901559)
ASS,POINT (24.83822408760885 63.946872782243155)
ASS,POINT (24.726639111732666 63.97124099924253)
ASS,POINT (24.719174396229995 63.9495926528675)
ASS,POINT (24.74325098993466 63.94849269262795)
ASS,POINT (24.776472730215442 63.93232607665871)
ASS,POINT (24.753008963235672 63.97623604080605)
ASS,POINT (24.000529856867423 64.10694769725642)
ASS,POINT (24.27029988229645 64.18259794565392)
ASS,POINT (24.047929563965848 64.12053941149641)
ASS,POINT (24.17812927756934 64.09942457084242)
ASS,POINT (24.140234559376996 64.08263120602626)
ASS,POINT (24.112157961990714 64.08660117480883)
ASS,POINT (24.09439479296639 64.07511283161942)
ASS,POINT (24.117631509948435 64.05944453300775)
ASS,POINT (24.124988232285453 64.05088123051225)
ASS,POINT (24.170757936655054 64.06708295000567)
ASS,POINT (24.200199389283302 64.08019797446225)
ASS,POINT (24.154284620918546 64.07007123821325)
ASS,POINT (24.138821364818394 64.0674262189651)
ASS,POINT (24.146894889940192 64.04572795581711)
ASS,POINT (24.122135027279874 64.0391712502041)
ASS,POINT (24.251304453276596 64.06016315353932)
ASS,POINT (24.44115964218755 64.15260164372705)
ASS,POINT (24.39102475415732 64.15489152327062)
ASS,POINT (24.37658638664767 64.16188147437174)
ASS,POINT (24.29647176088995 63.98481680026267)
ASS,POINT (24.21393008901821 64.00798154810913)
ASS,POINT (24.205811775979836 64.0177763855183)
ASS,POINT (24.206823160858796 64.03552645217256)
ASS,POINT (24.186884919102543 64.03185308304647)
ASS,POINT (24.21630813879596 64.03514147365561)
ASS,POINT (24.47961581593102 64.18943829478441)
ASS,POINT (24.495240840576205 64.18321501211746)
ASS,POINT (24.517077449308502 64.18404002669551)
ASS,POINT (24.527484048793156 64.1883416803834)
ASS,POINT (24.537340683897618 64.18905335630902)
ASS,POINT (24.223031379887086 64.04224813903993)
ASS,POINT (24.251241520323752 64.02074159780157)
ASS,POINT (24.234488441623714 64.00048495231059)
ASS,POINT (24.24641671779335 64.00287330493165)
ASS,POINT (24.351173801333612 64.09665993492655)
ASS,POINT (24.456968729072027 64.0755735705666)
ASS,POINT (24.492968634859007 64.07538365180822)
ASS,POINT (24.679875743297877 63.988085924425015)
ASS,POINT (24.83754198171866 63.99845265959419)
ASS,POINT (24.77850871430971 64.00088931298801)
ASS,POINT (24.858895549346798 63.96719440388004)
ASS,POINT (24.183523395263656 64.19759450512984)
ASS,POINT (24.216423228773156 64.20273454037466)
ASS,POINT (24.25309481258193 64.19740625017333)
ASS,POINT (24.00665014104511 64.25831425608472)
ASS,POINT (24.016473654502313 64.23687095347141)
ASS,POINT (24.030147591270364 64.24958641939024)
ASS,POINT (24.028541921144654 64.23935930363965)
ASS,POINT (24.063228450373348 64.24047267133048)
ASS,POINT (24.030596994054928 64.23038097215867)
ASS,POINT (24.119864786514487 64.25116939244505)
ASS,POINT (24.107914932067487 64.24281938623798)
ASS,POINT (24.044078827530765 64.20614933957782)
ASS,POINT (24.036598775473156 64.21490432469288)
ASS,POINT (24.05531695606183 64.2245243439781)
ASS,POINT (24.04383199166485 64.2250076611861)
ASS,POINT (23.961358925451716 64.22915589572084)
ASS,POINT (23.983615599152696 64.21922092873535)
ASS,POINT (25.281766398229358 63.79053989558632)
ASS,POINT (24.45410608098497 64.1710232865205)
ASS,POINT (24.489745997807052 64.1695533742446)
ASS,POINT (24.5053475413707 64.17757004543631)
ASS,POINT (24.529029459447603 64.14702686182679)
ASS,POINT (24.52326124645766 64.13695853988177)
ASS,POINT (24.504761339568063 64.13292351441014)
ASS,POINT (24.401519626871806 64.16434986203666)
ASS,POINT (24.17978182263344 64.01054647016578)
ASS,POINT (24.21618959125656 64.05596141245535)
ASS,POINT (24.376530202359184 64.11550827292413)
ASS,POINT (24.620707566760103 64.14847860717482)
ASS,POINT (23.939633846336083 64.24695086064469)
ASS,POINT (24.594902845867672 64.12641534480173)
ASS,POINT (24.58069121313837 64.12620867248995)
ASS,POINT (24.4182276444296 64.19014648617248)
ASS,POINT (24.494949172548672 64.18352000780092)
ASS,POINT (24.51188964886954 64.1333835241006)
ASS,POINT (24.493160456126287 63.91523059726779)
ASS,POINT (24.51537206154788 63.91613063631604)
ASS,POINT (24.413233749467345 63.93330876597817)
ASS,POINT (24.496571658290854 63.95109392313652)
ASS,POINT (24.531608822258303 63.90563067361758)
ASS,POINT (24.55756703362434 63.91039905341179)
ASS,POINT (24.55797193649139 63.91801738516438)
ASS,POINT (24.576640405654533 63.90394076372846)
ASS,POINT (24.546390521265963 63.900400707541635)
ASS,POINT (24.59240221849386 63.889509132622976)
ASS,POINT (24.596557101395575 63.89778747120083)
ASS,POINT (24.641920305197 63.895465869567815)
ASS,POINT (24.519411957788172 63.923290640806414)
ASS,POINT (24.608391161856254 64.1249536982368)
ASS,POINT (24.701187966053798 64.08974894082561)
ASS,POINT (24.388590692518797 64.06481678050615)
ASS,POINT (24.16950947977454 63.92220163464036)
